COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE
Shasta,2018,Child vs. adult,0–17 years,5 - 17 Years,255,68.5
Sierra,2018,Child vs. adult,0–17 years,5 - 17 Years,,
Siskiyou,2018,Child vs. adult,0–17 years,5 - 17 Years,29,33.2
Solano,2018,Child vs. adult,0–17 years,5 - 17 Years,1079,108.9
Sonoma,2018,Child vs. adult,0–17 years,5 - 17 Years,535,55.1
Stanislaus,2018,Child vs. adult,0–17 years,5 - 17 Years,1062,73.3
Sutter,2018,Child vs. adult,0–17 years,5 - 17 Years,126,50.7
Tehama,2018,Child vs. adult,0–17 years,5 - 17 Years,112,72.6
Trinity,2018,Child vs. adult,0–17 years,5 - 17 Years,12,56.9
Tulare,2018,Child vs. adult,0–17 years,5 - 17 Years,960,66.4
Tuolumne,2018,Child vs. adult,0–17 years,5 - 17 Years,52,59.3
Ventura,2018,Child vs. adult,0–17 years,5 - 17 Years,1164,58.8
Yolo,2018,Child vs. adult,0–17 years,5 - 17 Years,287,59.4
Yuba,2018,Child vs. adult,0–17 years,5 - 17 Years,95,43.7
California,2018,Child vs. adult,18+ years,18 - 40  Years,105358,35.5
Alameda,2018,Child vs. adult,18+ years,18 - 40  Years,5651,43.7
Alpine,2018,Child vs. adult,18+ years,18 - 40  Years,,
Amador,2018,Child vs. adult,18+ years,18 - 40  Years,131,48.4
Butte,2018,Child vs. adult,18+ years,18 - 40  Years,544,34
Calaveras,2018,Child vs. adult,18+ years,18 - 40  Years,131,42.3
Colusa,2018,Child vs. adult,18+ years,18 - 40  Years,41,25
Contra Costa,2018,Child vs. adult,18+ years,18 - 40  Years,3836,45.7
Del Norte,2018,Child vs. adult,18+ years,18 - 40  Years,101,53.9
El Dorado,2018,Child vs. adult,18+ years,18 - 40  Years,409,32.4
Fresno,2018,Child vs. adult,18+ years,18 - 40  Years,2864,41.1
Glenn,2018,Child vs. adult,18+ years,18 - 40  Years,65,31.3
Humboldt,2018,Child vs. adult,18+ years,18 - 40  Years,655,66.8
Imperial,2018,Child vs. adult,18+ years,18 - 40  Years,569,43.1
Inyo,2018,Child vs. adult,18+ years,18 - 40  Years,51,38.8
Kern,2018,Child vs. adult,18+ years,18 - 40  Years,2780,43.3
Kings,2018,Child vs. adult,18+ years,18 - 40  Years,517,49
Lake,2018,Child vs. adult,18+ years,18 - 40  Years,379,79.4
Lassen,2018,Child vs. adult,18+ years,18 - 40  Years,86,33.8
Los Angeles,2018,Child vs. adult,18+ years,18 - 40  Years,30316,38.6
Madera,2018,Child vs. adult,18+ years,18 - 40  Years,361,32.3
Marin,2018,Child vs. adult,18+ years,18 - 40  Years,377,19.7
Mariposa,2018,Child vs. adult,18+ years,18 - 40  Years,44,34.1
Mendocino,2018,Child vs. adult,18+ years,18 - 40  Years,323,52.8
Merced,2018,Child vs. adult,18+ years,18 - 40  Years,1172,61.2
Modoc,2018,Child vs. adult,18+ years,18 - 40  Years,40,68.2
Mono,2018,Child vs. adult,18+ years,18 - 40  Years,19,20.8
Monterey,2018,Child vs. adult,18+ years,18 - 40  Years,1201,37
Napa,2018,Child vs. adult,18+ years,18 - 40  Years,291,27.2
Nevada,2018,Child vs. adult,18+ years,18 - 40  Years,207,32.3
Orange,2018,Child vs. adult,18+ years,18 - 40  Years,5006,20.7
Placer,2018,Child vs. adult,18+ years,18 - 40  Years,680,24.8
Plumas,2018,Child vs. adult,18+ years,18 - 40  Years,77,58.3
Riverside,2018,Child vs. adult,18+ years,18 - 40  Years,5645,32.7
Sacramento,2018,Child vs. adult,18+ years,18 - 40  Years,6128,54.7
San Benito,2018,Child vs. adult,18+ years,18 - 40  Years,148,36.8
San Bernardino,2018,Child vs. adult,18+ years,18 - 40  Years,6656,41.8
San Diego,2018,Child vs. adult,18+ years,18 - 40  Years,5983,24
San Francisco,2018,Child vs. adult,18+ years,18 - 40  Years,2067,28.4
San Joaquin,2018,Child vs. adult,18+ years,18 - 40  Years,2658,49.6
San Luis Obispo,2018,Child vs. adult,18+ years,18 - 40  Years,658,32.4
San Mateo,2018,Child vs. adult,18+ years,18 - 40  Years,1600,27
Santa Barbara,2018,Child vs. adult,18+ years,18 - 40  Years,956,27.3
Santa Clara,2018,Child vs. adult,18+ years,18 - 40  Years,3858,26.1
Santa Cruz,2018,Child vs. adult,18+ years,18 - 40  Years,532,26.9
Shasta,2018,Child vs. adult,18+ years,18 - 40  Years,471,38.7
Sierra,2018,Child vs. adult,18+ years,18 - 40  Years,,
Siskiyou,2018,Child vs. adult,18+ years,18 - 40  Years,99,33.9
Solano,2018,Child vs. adult,18+ years,18 - 40  Years,2270,71
Sonoma,2018,Child vs. adult,18+ years,18 - 40  Years,1147,30.2
Stanislaus,2018,Child vs. adult,18+ years,18 - 40  Years,1701,43.6
Sutter,2018,Child vs. adult,18+ years,18 - 40  Years,198,27.8
Tehama,2018,Child vs. adult,18+ years,18 - 40  Years,223,50.2
Trinity,2018,Child vs. adult,18+ years,18 - 40  Years,43,51.2
Tulare,2018,Child vs. adult,18+ years,18 - 40  Years,1020,31.6
Tuolumne,2018,Child vs. adult,18+ years,18 - 40  Years,172,42.6
Ventura,2018,Child vs. adult,18+ years,18 - 40  Years,1455,23.2
Yolo,2018,Child vs. adult,18+ years,18 - 40  Years,487,31.1
Yuba,2018,Child vs. adult,18+ years,18 - 40  Years,202,37.7
California,2018,Age groups,0–4 years,0 - 4 Years,23613,94.8
Alameda,2018,Age groups,0–4 years,0 - 4 Years,1329,137.4
Alpine,2018,Age groups,0–4 years,0 - 4 Years,0,0
Amador,2018,Age groups,0–4 years,0 - 4 Years,13,94
Butte,2018,Age groups,0–4 years,0 - 4 Years,60,49.4
Calaveras,2018,Age groups,0–4 years,0 - 4 Years,,
Colusa,2018,Age groups,0–4 years,0 - 4 Years,,
Contra Costa,2018,Age groups,0–4 years,0 - 4 Years,740,118.7
Del Norte,2018,Age groups,0–4 years,0 - 4 Years,19,119.9
El Dorado,2018,Age groups,0–4 years,0 - 4 Years,42,53.8
Fresno,2018,Age groups,0–4 years,0 - 4 Years,1621,206.3
Glenn,2018,Age groups,0–4 years,0 - 4 Years,13,66.7
Humboldt,2018,Age groups,0–4 years,0 - 4 Years,57,76.2
Imperial,2018,Age groups,0–4 years,0 - 4 Years,177,105.6
Inyo,2018,Age groups,0–4 years,0 - 4 Years,20,168.4
Kern,2018,Age groups,0–4 years,0 - 4 Years,704,100.4
Kings,2018,Age groups,0–4 years,0 - 4 Years,187,157
Lake,2018,Age groups,0–4 years,0 - 4 Years,37,98.5
Lassen,2018,Age groups,0–4 years,0 - 4 Years,,
Los Angeles,2018,Age groups,0–4 years,0 - 4 Years,6606,103.7
Madera,2018,Age groups,0–4 years,0 - 4 Years,224,196.7
Marin,2018,Age groups,0–4 years,0 - 4 Years,55,46.6
Mariposa,2018,Age groups,0–4 years,0 - 4 Years,,
Mendocino,2018,Age groups,0–4 years,0 - 4 Years,44,83.9
Merced,2018,Age groups,0–4 years,0 - 4 Years,330,157.8
Modoc,2018,Age groups,0–4 years,0 - 4 Years,,
Mono,2018,Age groups,0–4 years,0 - 4 Years,,
Monterey,2018,Age groups,0–4 years,0 - 4 Years,251,78.3
Napa,2018,Age groups,0–4 years,0 - 4 Years,50,68.1
Nevada,2018,Age groups,0–4 years,0 - 4 Years,18,44.6
Orange,2018,Age groups,0–4 years,0 - 4 Years,1451,75.9
Placer,2018,Age groups,0–4 years,0 - 4 Years,98,53.1
Plumas,2018,Age groups,0–4 years,0 - 4 Years,,
Riverside,2018,Age groups,0–4 years,0 - 4 Years,1137,74.5
Sacramento,2018,Age groups,0–4 years,0 - 4 Years,974,99.6
San Benito,2018,Age groups,0–4 years,0 - 4 Years,26,71.3
San Bernardino,2018,Age groups,0–4 years,0 - 4 Years,1424,93.7
San Diego,2018,Age groups,0–4 years,0 - 4 Years,1677,75
San Francisco,2018,Age groups,0–4 years,0 - 4 Years,482,110.9
San Joaquin,2018,Age groups,0–4 years,0 - 4 Years,504,98.8
San Luis Obispo,2018,Age groups,0–4 years,0 - 4 Years,81,62
San Mateo,2018,Age groups,0–4 years,0 - 4 Years,335,77.9
Santa Barbara,2018,Age groups,0–4 years,0 - 4 Years,215,74.7
Santa Clara,2018,Age groups,0–4 years,0 - 4 Years,582,47.6
Santa Cruz,2018,Age groups,0–4 years,0 - 4 Years,115,71.7
Shasta,2018,Age groups,0–4 years,0 - 4 Years,86,86.9
Sierra,2018,Age groups,0–4 years,0 - 4 Years,0,0
Siskiyou,2018,Age groups,0–4 years,0 - 4 Years,,
Solano,2018,Age groups,0–4 years,0 - 4 Years,321,123.1
Sonoma,2018,Age groups,0–4 years,0 - 4 Years,173,68.8
Stanislaus,2018,Age groups,0–4 years,0 - 4 Years,306,79.9
Sutter,2018,Age groups,0–4 years,0 - 4 Years,44,68
Tehama,2018,Age groups,0–4 years,0 - 4 Years,30,69.1
Trinity,2018,Age groups,0–4 years,0 - 4 Years,,
Tulare,2018,Age groups,0–4 years,0 - 4 Years,354,92.7
Tuolumne,2018,Age groups,0–4 years,0 - 4 Years,16,69.9
Ventura,2018,Age groups,0–4 years,0 - 4 Years,397,76.6
Yolo,2018,Age groups,0–4 years,0 - 4 Years,99,78.9
Yuba,2018,Age groups,0–4 years,0 - 4 Years,37,62
California,2018,Age groups,5–17 years,5 - 17 Years,45762,68.1
Alameda,2018,Age groups,5–17 years,5 - 17 Years,2106,84.2
Alpine,2018,Age groups,5–17 years,5 - 17 Years,0,0
Amador,2018,Age groups,5–17 years,5 - 17 Years,43,102.8
Butte,2018,Age groups,5–17 years,5 - 17 Years,166,50.1
Calaveras,2018,Age groups,5–17 years,5 - 17 Years,35,63
Colusa,2018,Age groups,5–17 years,5 - 17 Years,19,41.6
Contra Costa,2018,Age groups,5–17 years,5 - 17 Years,1445,77.8
Del Norte,2018,Age groups,5–17 years,5 - 17 Years,52,121.1
El Dorado,2018,Age groups,5–17 years,5 - 17 Years,113,41.1
Fresno,2018,Age groups,5–17 years,5 - 17 Years,2445,120
Glenn,2018,Age groups,5–17 years,5 - 17 Years,25,44.6
Humboldt,2018,Age groups,5–17 years,5 - 17 Years,103,51
Imperial,2018,Age groups,5–17 years,5 - 17 Years,541,143
Inyo,2018,Age groups,5–17 years,5 - 17 Years,19,70.6
Kern,2018,Age groups,5–17 years,5 - 17 Years,1524,81.9
Kings,2018,Age groups,5–17 years,5 - 17 Years,323,94.2
Lake,2018,Age groups,5–17 years,5 - 17 Years,71,72.7
Lassen,2018,Age groups,5–17 years,5 - 17 Years,26,68.3
Los Angeles,2018,Age groups,5–17 years,5 - 17 Years,13856,83
Madera,2018,Age groups,5–17 years,5 - 17 Years,371,119.7
Marin,2018,Age groups,5–17 years,5 - 17 Years,111,28
Mariposa,2018,Age groups,5–17 years,5 - 17 Years,16,77.7
Mendocino,2018,Age groups,5–17 years,5 - 17 Years,84,60.4
Merced,2018,Age groups,5–17 years,5 - 17 Years,709,121
Modoc,2018,Age groups,5–17 years,5 - 17 Years,11,
Mono,2018,Age groups,5–17 years,5 - 17 Years,,
Monterey,2018,Age groups,5–17 years,5 - 17 Years,507,60.6
Napa,2018,Age groups,5–17 years,5 - 17 Years,98,45.5
Nevada,2018,Age groups,5–17 years,5 - 17 Years,42,34.8
Orange,2018,Age groups,5–17 years,5 - 17 Years,2421,45.6
Placer,2018,Age groups,5–17 years,5 - 17 Years,190,33
Plumas,2018,Age groups,5–17 years,5 - 17 Years,18,77
Riverside,2018,Age groups,5–17 years,5 - 17 Years,2814,63.6
Sacramento,2018,Age groups,5–17 years,5 - 17 Years,1851,70.3
San Benito,2018,Age groups,5–17 years,5 - 17 Years,94,87.5
San Bernardino,2018,Age groups,5–17 years,5 - 17 Years,3255,76.6
San Diego,2018,Age groups,5–17 years,5 - 17 Years,2408,42.2
San Francisco,2018,Age groups,5–17 years,5 - 17 Years,448,51.9
San Joaquin,2018,Age groups,5–17 years,5 - 17 Years,1083,73.3
San Luis Obispo,2018,Age groups,5–17 years,5 - 17 Years,187,51.4
San Mateo,2018,Age groups,5–17 years,5 - 17 Years,447,37.4
Santa Barbara,2018,Age groups,5–17 years,5 - 17 Years,470,65.3
Santa Clara,2018,Age groups,5–17 years,5 - 17 Years,1094,33.7
Santa Cruz,2018,Age groups,5–17 years,5 - 17 Years,217,50.2
Shasta,2018,Age groups,5–17 years,5 - 17 Years,169,61.8
Sierra,2018,Age groups,5–17 years,5 - 17 Years,,
Siskiyou,2018,Age groups,5–17 years,5 - 17 Years,20,31.2
Solano,2018,Age groups,5–17 years,5 - 17 Years,758,103.7
Sonoma,2018,Age groups,5–17 years,5 - 17 Years,362,50
Stanislaus,2018,Age groups,5–17 years,5 - 17 Years,756,70.9
Sutter,2018,Age groups,5–17 years,5 - 17 Years,82,44.3
Tehama,2018,Age groups,5–17 years,5 - 17 Years,82,73.9
Trinity,2018,Age groups,5–17 years,5 - 17 Years,,
Tulare,2018,Age groups,5–17 years,5 - 17 Years,606,56.7
Tuolumne,2018,Age groups,5–17 years,5 - 17 Years,36,55.4
Ventura,2018,Age groups,5–17 years,5 - 17 Years,767,52.3
Yolo,2018,Age groups,5–17 years,5 - 17 Years,188,52.3
Yuba,2018,Age groups,5–17 years,5 - 17 Years,58,36.9
California,2018,Age groups,18–64 years,41 - 64 Years,93650,38.4
Alameda,2018,Age groups,18–64 years,41 - 64 Years,4887,45.6
Alpine,2018,Age groups,18–64 years,41 - 64 Years,,
Amador,2018,Age groups,18–64 years,41 - 64 Years,113,54.3
Butte,2018,Age groups,18–64 years,41 - 64 Years,496,38.7
Calaveras,2018,Age groups,18–64 years,41 - 64 Years,111,47.9
Colusa,2018,Age groups,18–64 years,41 - 64 Years,36,27.5
Contra Costa,2018,Age groups,18–64 years,41 - 64 Years,3390,49.8
Del Norte,2018,Age groups,18–64 years,41 - 64 Years,94,62
El Dorado,2018,Age groups,18–64 years,41 - 64 Years,367,36.7
Fresno,2018,Age groups,18–64 years,41 - 64 Years,2544,43.7
Glenn,2018,Age groups,18–64 years,41 - 64 Years,55,33.1
Humboldt,2018,Age groups,18–64 years,41 - 64 Years,615,77.2
Imperial,2018,Age groups,18–64 years,41 - 64 Years,485,44.1
Inyo,2018,Age groups,18–64 years,41 - 64 Years,45,43.7
Kern,2018,Age groups,18–64 years,41 - 64 Years,2575,47.8
Kings,2018,Age groups,18–64 years,41 - 64 Years,474,53.2
Lake,2018,Age groups,18–64 years,41 - 64 Years,333,89.1
Lassen,2018,Age groups,18–64 years,41 - 64 Years,78,37
Los Angeles,2018,Age groups,18–64 years,41 - 64 Years,27003,41.5
Madera,2018,Age groups,18–64 years,41 - 64 Years,312,34.3
Marin,2018,Age groups,18–64 years,41 - 64 Years,310,21.1
Mariposa,2018,Age groups,18–64 years,41 - 64 Years,30,34.9
Mendocino,2018,Age groups,18–64 years,41 - 64 Years,288,59.9
Merced,2018,Age groups,18–64 years,41 - 64 Years,1085,67.8
Modoc,2018,Age groups,18–64 years,41 - 64 Years,38,80.6
Mono,2018,Age groups,18–64 years,41 - 64 Years,19,25
Monterey,2018,Age groups,18–64 years,41 - 64 Years,1081,40.3
Napa,2018,Age groups,18–64 years,41 - 64 Years,223,27.1
Nevada,2018,Age groups,18–64 years,41 - 64 Years,181,36.8
Orange,2018,Age groups,18–64 years,41 - 64 Years,4304,21.7
Placer,2018,Age groups,18–64 years,41 - 64 Years,575,26.9
Plumas,2018,Age groups,18–64 years,41 - 64 Years,62,64.8
Riverside,2018,Age groups,18–64 years,41 - 64 Years,5082,36
Sacramento,2018,Age groups,18–64 years,41 - 64 Years,5637,60.8
San Benito,2018,Age groups,18–64 years,41 - 64 Years,126,38.1
San Bernardino,2018,Age groups,18–64 years,41 - 64 Years,6109,45.7
San Diego,2018,Age groups,18–64 years,41 - 64 Years,5286,25.7
San Francisco,2018,Age groups,18–64 years,41 - 64 Years,1771,29.9
San Joaquin,2018,Age groups,18–64 years,41 - 64 Years,2446,55.2
San Luis Obispo,2018,Age groups,18–64 years,41 - 64 Years,559,35.5
San Mateo,2018,Age groups,18–64 years,41 - 64 Years,1291,27.5
Santa Barbara,2018,Age groups,18–64 years,41 - 64 Years,803,28.1
Santa Clara,2018,Age groups,18–64 years,41 - 64 Years,3356,27.6
Santa Cruz,2018,Age groups,18–64 years,41 - 64 Years,467,28.8
Shasta,2018,Age groups,18–64 years,41 - 64 Years,435,44.6
Sierra,2018,Age groups,18–64 years,41 - 64 Years,,
Siskiyou,2018,Age groups,18–64 years,41 - 64 Years,85,38.2
Solano,2018,Age groups,18–64 years,41 - 64 Years,2032,78
Sonoma,2018,Age groups,18–64 years,41 - 64 Years,986,32.7
Stanislaus,2018,Age groups,18–64 years,41 - 64 Years,1546,47.9
Sutter,2018,Age groups,18–64 years,41 - 64 Years,177,30.4
Tehama,2018,Age groups,18–64 years,41 - 64 Years,200,56.6
Trinity,2018,Age groups,18–64 years,41 - 64 Years,40,60.1
Tulare,2018,Age groups,18–64 years,41 - 64 Years,925,34.3
Tuolumne,2018,Age groups,18–64 years,41 - 64 Years,139,46.6
Ventura,2018,Age groups,18–64 years,41 - 64 Years,1277,24.9
Yolo,2018,Age groups,18–64 years,41 - 64 Years,435,33.3
Yuba,2018,Age groups,18–64 years,41 - 64 Years,179,39.8
California,2018,Age groups,65+ years,65+ years,11708,21.4
Alameda,2018,Age groups,65+ years,65+ years,764,34.3
Alpine,2018,Age groups,65+ years,65+ years,0,0
Amador,2018,Age groups,65+ years,65+ years,18,19.6
Butte,2018,Age groups,65+ years,65+ years,48,11.2
Calaveras,2018,Age groups,65+ years,65+ years,20,15.2
Colusa,2018,Age groups,65+ years,65+ years,,
Contra Costa,2018,Age groups,65+ years,65+ years,446,25.5
Del Norte,2018,Age groups,65+ years,65+ years,,
El Dorado,2018,Age groups,65+ years,65+ years,42,11.5
Fresno,2018,Age groups,65+ years,65+ years,320,28.4
Glenn,2018,Age groups,65+ years,65+ years,,
Humboldt,2018,Age groups,65+ years,65+ years,40,16.4
Imperial,2018,Age groups,65+ years,65+ years,84,38.3
Inyo,2018,Age groups,65+ years,65+ years,,
Kern,2018,Age groups,65+ years,65+ years,205,21.2
Kings,2018,Age groups,65+ years,65+ years,43,28.7
Lake,2018,Age groups,65+ years,65+ years,46,32.2
Lassen,2018,Age groups,65+ years,65+ years,,
Los Angeles,2018,Age groups,65+ years,65+ years,3313,24.4
Madera,2018,Age groups,65+ years,65+ years,49,22.7
Marin,2018,Age groups,65+ years,65+ years,67,12.6
Mariposa,2018,Age groups,65+ years,65+ years,14,29.8
Mendocino,2018,Age groups,65+ years,65+ years,35,18.5
Merced,2018,Age groups,65+ years,65+ years,87,29.1
Modoc,2018,Age groups,65+ years,65+ years,,
Mono,2018,Age groups,65+ years,65+ years,0,0
Monterey,2018,Age groups,65+ years,65+ years,120,20.7
Napa,2018,Age groups,65+ years,65+ years,68,27.5
Nevada,2018,Age groups,65+ years,65+ years,26,10.2
Orange,2018,Age groups,65+ years,65+ years,702,15.7
Placer,2018,Age groups,65+ years,65+ years,105,14.6
Plumas,2018,Age groups,65+ years,65+ years,15,26.2
Riverside,2018,Age groups,65+ years,65+ years,563,16.8
Sacramento,2018,Age groups,65+ years,65+ years,491,24.9
San Benito,2018,Age groups,65+ years,65+ years,22,30.2
San Bernardino,2018,Age groups,65+ years,65+ years,547,22.8
San Diego,2018,Age groups,65+ years,65+ years,697,15.3
San Francisco,2018,Age groups,65+ years,65+ years,296,21.2
San Joaquin,2018,Age groups,65+ years,65+ years,212,22.8
San Luis Obispo,2018,Age groups,65+ years,65+ years,99,17.7
San Mateo,2018,Age groups,65+ years,65+ years,309,24.6
Santa Barbara,2018,Age groups,65+ years,65+ years,153,23
Santa Clara,2018,Age groups,65+ years,65+ years,502,19.2
Santa Cruz,2018,Age groups,65+ years,65+ years,65,17.4
Shasta,2018,Age groups,65+ years,65+ years,36,9.9
Sierra,2018,Age groups,65+ years,65+ years,0,0
Siskiyou,2018,Age groups,65+ years,65+ years,14,12.9
Solano,2018,Age groups,65+ years,65+ years,238,36.8
Sonoma,2018,Age groups,65+ years,65+ years,161,17.9
Stanislaus,2018,Age groups,65+ years,65+ years,155,22.6
Sutter,2018,Age groups,65+ years,65+ years,21,14.8
Tehama,2018,Age groups,65+ years,65+ years,23,18.7
Trinity,2018,Age groups,65+ years,65+ years,,
Tulare,2018,Age groups,65+ years,65+ years,95,18.3
Tuolumne,2018,Age groups,65+ years,65+ years,33,23.2
Ventura,2018,Age groups,65+ years,65+ years,178,14.6
Yolo,2018,Age groups,65+ years,65+ years,52,20.7
Yuba,2018,Age groups,65+ years,65+ years,23,27.1
California,2018,Race/ethnicity,White,5 - 17 Years,45866,34.8
Alameda,2018,Race/ethnicity,White,5 - 17 Years,1438,28.8
Alpine,2018,Race/ethnicity,White,5 - 17 Years,,
Amador,2018,Race/ethnicity,White,5 - 17 Years,146,62.7
Butte,2018,Race/ethnicity,White,5 - 17 Years,571,41.3
Calaveras,2018,Race/ethnicity,White,5 - 17 Years,151,50.5
Colusa,2018,Race/ethnicity,White,5 - 17 Years,33,42.4
Contra Costa,2018,Race/ethnicity,White,5 - 17 Years,1534,34
Del Norte,2018,Race/ethnicity,White,5 - 17 Years,126,92.3
El Dorado,2018,Race/ethnicity,White,5 - 17 Years,355,30.1
Fresno,2018,Race/ethnicity,White,5 - 17 Years,1631,66.2
Glenn,2018,Race/ethnicity,White,5 - 17 Years,48,33
Humboldt,2018,Race/ethnicity,White,5 - 17 Years,603,66.1
Imperial,2018,Race/ethnicity,White,5 - 17 Years,120,62.2
Inyo,2018,Race/ethnicity,White,5 - 17 Years,45,44.1
Kern,2018,Race/ethnicity,White,5 - 17 Years,1432,49.8
Kings,2018,Race/ethnicity,White,5 - 17 Years,311,65.9
Lake,2018,Race/ethnicity,White,5 - 17 Years,351,82.5
Lassen,2018,Race/ethnicity,White,5 - 17 Years,92,50.8
Los Angeles,2018,Race/ethnicity,White,5 - 17 Years,7663,32.3
Madera,2018,Race/ethnicity,White,5 - 17 Years,217,52.5
Marin,2018,Race/ethnicity,White,5 - 17 Years,303,19.3
Mariposa,2018,Race/ethnicity,White,5 - 17 Years,53,45.7
Mendocino,2018,Race/ethnicity,White,5 - 17 Years,275,58.4
Merced,2018,Race/ethnicity,White,5 - 17 Years,588,84.4
Modoc,2018,Race/ethnicity,White,5 - 17 Years,44,81.9
Mono,2018,Race/ethnicity,White,5 - 17 Years,19,30.8
Monterey,2018,Race/ethnicity,White,5 - 17 Years,427,37.4
Napa,2018,Race/ethnicity,White,5 - 17 Years,230,35.6
Nevada,2018,Race/ethnicity,White,5 - 17 Years,237,37.3
Orange,2018,Race/ethnicity,White,5 - 17 Years,3230,28.3
Placer,2018,Race/ethnicity,White,5 - 17 Years,699,28.9
Plumas,2018,Race/ethnicity,White,5 - 17 Years,69,53.3
Riverside,2018,Race/ethnicity,White,5 - 17 Years,2934,39.8
Sacramento,2018,Race/ethnicity,White,5 - 17 Years,2707,42.3
San Benito,2018,Race/ethnicity,White,5 - 17 Years,84,51
San Bernardino,2018,Race/ethnicity,White,5 - 17 Years,2716,44.3
San Diego,2018,Race/ethnicity,White,5 - 17 Years,2930,20.9
San Francisco,2018,Race/ethnicity,White,5 - 17 Years,751,23
San Joaquin,2018,Race/ethnicity,White,5 - 17 Years,1014,46.4
San Luis Obispo,2018,Race/ethnicity,White,5 - 17 Years,588,37.6
San Mateo,2018,Race/ethnicity,White,5 - 17 Years,676,24.5
Santa Barbara,2018,Race/ethnicity,White,5 - 17 Years,578,33.4
Santa Clara,2018,Race/ethnicity,White,5 - 17 Years,1399,23.6
Santa Cruz,2018,Race/ethnicity,White,5 - 17 Years,406,30.5
Shasta,2018,Race/ethnicity,White,5 - 17 Years,570,47.4
Sierra,2018,Race/ethnicity,White,5 - 17 Years,,
Siskiyou,2018,Race/ethnicity,White,5 - 17 Years,105,37.7
Solano,2018,Race/ethnicity,White,5 - 17 Years,914,61
Sonoma,2018,Race/ethnicity,White,5 - 17 Years,937,34.9
Stanislaus,2018,Race/ethnicity,White,5 - 17 Years,1024,49
Sutter,2018,Race/ethnicity,White,5 - 17 Years,155,37.3
Tehama,2018,Race/ethnicity,White,5 - 17 Years,236,61.2
Trinity,2018,Race/ethnicity,White,5 - 17 Years,50,61.8
Tulare,2018,Race/ethnicity,White,5 - 17 Years,320,26.7
Tuolumne,2018,Race/ethnicity,White,5 - 17 Years,197,52.4
Ventura,2018,Race/ethnicity,White,5 - 17 Years,1045,32.6
Yolo,2018,Race/ethnicity,White,5 - 17 Years,287,31.7
Yuba,2018,Race/ethnicity,White,5 - 17 Years,180,44
California,2018,Race/ethnicity,Black,5 - 17 Years,36180,168.1
Alameda,2018,Race/ethnicity,Black,5 - 17 Years,3646,204
Alpine,2018,Race/ethnicity,Black,5 - 17 Years,0,0
Amador,2018,Race/ethnicity,Black,5 - 17 Years,,
Butte,2018,Race/ethnicity,Black,5 - 17 Years,66,201.3
Calaveras,2018,Race/ethnicity,Black,5 - 17 Years,,
Colusa,2018,Race/ethnicity,Black,5 - 17 Years,0,0
Contra Costa,2018,Race/ethnicity,Black,5 - 17 Years,1982,206.2
Del Norte,2018,Race/ethnicity,Black,5 - 17 Years,,
El Dorado,2018,Race/ethnicity,Black,5 - 17 Years,14,111.8
Fresno,2018,Race/ethnicity,Black,5 - 17 Years,721,146.4
Glenn,2018,Race/ethnicity,Black,5 - 17 Years,,
Humboldt,2018,Race/ethnicity,Black,5 - 17 Years,70,456.3
Imperial,2018,Race/ethnicity,Black,5 - 17 Years,33,119.6
Inyo,2018,Race/ethnicity,Black,5 - 17 Years,,
Kern,2018,Race/ethnicity,Black,5 - 17 Years,893,177.6
Kings,2018,Race/ethnicity,Black,5 - 17 Years,139,157.4
Lake,2018,Race/ethnicity,Black,5 - 17 Years,29,284.8
Lassen,2018,Race/ethnicity,Black,5 - 17 Years,,
Los Angeles,2018,Race/ethnicity,Black,5 - 17 Years,12869,167
Madera,2018,Race/ethnicity,Black,5 - 17 Years,96,315.7
Marin,2018,Race/ethnicity,Black,5 - 17 Years,73,114.7
Mariposa,2018,Race/ethnicity,Black,5 - 17 Years,,
Mendocino,2018,Race/ethnicity,Black,5 - 17 Years,,
Merced,2018,Race/ethnicity,Black,5 - 17 Years,260,300
Modoc,2018,Race/ethnicity,Black,5 - 17 Years,0,0
Mono,2018,Race/ethnicity,Black,5 - 17 Years,0,0
Monterey,2018,Race/ethnicity,Black,5 - 17 Years,124,127.2
Napa,2018,Race/ethnicity,Black,5 - 17 Years,22,103.3
Nevada,2018,Race/ethnicity,Black,5 - 17 Years,,
Orange,2018,Race/ethnicity,Black,5 - 17 Years,565,123.4
Placer,2018,Race/ethnicity,Black,5 - 17 Years,61,152
Plumas,2018,Race/ethnicity,Black,5 - 17 Years,13,560.9
Riverside,2018,Race/ethnicity,Black,5 - 17 Years,1976,147.6
Sacramento,2018,Race/ethnicity,Black,5 - 17 Years,3178,214.6
San Benito,2018,Race/ethnicity,Black,5 - 17 Years,,
San Bernardino,2018,Race/ethnicity,Black,5 - 17 Years,2556,141.2
San Diego,2018,Race/ethnicity,Black,5 - 17 Years,1730,109.6
San Francisco,2018,Race/ethnicity,Black,5 - 17 Years,848,199.1
San Joaquin,2018,Race/ethnicity,Black,5 - 17 Years,1178,226.9
San Luis Obispo,2018,Race/ethnicity,Black,5 - 17 Years,39,89
San Mateo,2018,Race/ethnicity,Black,5 - 17 Years,146,90.3
Santa Barbara,2018,Race/ethnicity,Black,5 - 17 Years,95,139.6
Santa Clara,2018,Race/ethnicity,Black,5 - 17 Years,556,121.9
